fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2024-2025,2,27,MAHARASHTRA,479,JALNA,IGNDPS,366,0,0,365,1,340,244,07/03/25
2024-2025,2,27,MAHARASHTRA,480,KOLHAPUR,IGNDPS,147,10,0,133,4,125,51,07/03/25
2024-2025,2,27,MAHARASHTRA,494,SATARA,IGNDPS,110,5,3,86,16,110,107,07/03/25
2024-2025,2,27,MAHARASHTRA,496,SOLAPUR,IGNDPS,297,9,0,275,13,190,55,07/03/25
2024-2025,2,28,ANDHRA PRADESH,505,EAST GODAVARI,IGNDPS,3345,617,276,955,1497,1998,1289,07/03/25
2024-2025,2,28,ANDHRA PRADESH,506,GUNTUR,IGNDPS,2949,687,216,1130,916,1734,1270,07/03/25
2024-2025,2,28,ANDHRA PRADESH,521,VIZIANAGARAM,IGNDPS,563,59,64,30,410,329,181,07/03/25
2024-2025,2,29,KARNATAKA,526,BENGALURU RURAL,IGNDPS,985,130,29,362,464,969,810,07/03/25
2024-2025,2,29,KARNATAKA,528,BELLARY,IGNDPS,639,90,98,163,288,595,508,07/03/25
2024-2025,2,29,KARNATAKA,539,HASSAN,IGNDPS,2108,193,23,478,1414,2073,1727,07/03/25
2024-2025,2,29,KARNATAKA,540,HAVERI,IGNDPS,1965,168,109,599,1089,1726,1628,07/03/25
2024-2025,2,29,KARNATAKA,547,SHIMOGA,IGNDPS,1704,179,28,597,900,1666,1304,07/03/25
2024-2025,2,29,KARNATAKA,548,TUMKUR,IGNDPS,2076,127,45,1226,678,2043,1833,07/03/25
2024-2025,2,3,PUNJAB,27,AMRITSAR,IGNDPS,417,0,0,417,0,250,410,07/03/25
2024-2025,2,3,PUNJAB,28,BATHINDA,IGNDPS,449,42,0,406,1,256,374,07/03/25
2024-2025,2,3,PUNJAB,608,SAS NAGAR,IGNDPS,60,1,0,58,1,28,60,07/03/25
2024-2025,2,3,PUNJAB,651,FAZILKA,IGNDPS,306,14,0,290,2,161,261,07/03/25
2024-2025,2,30,GOA,551,NORTH GOA,IGNDPS,235,6,11,159,59,216,0,07/03/25
2024-2025,2,32,KERALA,556,IDUKKI,IGNDPS,1153,70,46,1037,0,835,690,07/03/25
2024-2025,2,32,KERALA,561,KOZHIKODE,IGNDPS,2433,60,22,2351,0,1449,1880,07/03/25
2024-2025,2,33,TAMIL NADU,573,ERODE,IGNDPS,2579,616,8,1136,819,2200,2512,07/03/25
2024-2025,2,33,TAMIL NADU,574,KANCHEEPURAM,IGNDPS,2656,662,18,1428,548,2073,2648,07/03/25
2024-2025,2,33,TAMIL NADU,575,KANYAKUMARI,IGNDPS,1300,32,0,49,1219,1188,1272,07/03/25
2024-2025,2,33,TAMIL NADU,578,MADURAI,IGNDPS,2078,109,0,1431,538,1710,2047,07/03/25
2024-2025,2,33,TAMIL NADU,582,PUDUKKOTTAI,IGNDPS,1255,181,0,204,870,1077,1255,07/03/25
2024-2025,2,33,TAMIL NADU,585,SIVAGANGAI,IGNDPS,520,73,0,112,335,471,518,07/03/25
2024-2025,2,33,TAMIL NADU,589,TIRUVALLUR,IGNDPS,2716,705,13,338,1660,2006,2698,07/03/25
2024-2025,2,33,TAMIL NADU,610,ARIYALUR,IGNDPS,945,204,4,298,439,938,897,07/03/25
2024-2025,2,36,TELANGANA,501,ADILABAD,IGNDPS,1435,262,372,153,648,997,1356,07/03/25
2024-2025,2,36,TELANGANA,507,HYDERABAD,IGNDPS,1032,40,7,735,250,1029,963,07/03/25
2024-2025,2,36,TELANGANA,512,MAHABUBNAGAR,IGNDPS,2331,420,249,137,1525,2003,2040,07/03/25
2024-2025,2,36,TELANGANA,516,NIZAMABAD,IGNDPS,3673,620,359,432,2262,2581,3557,07/03/25
2024-2025,2,36,TELANGANA,682,PEDDAPALLI,IGNDPS,60,8,2,0,50,60,59,07/03/25
2024-2025,2,36,TELANGANA,685,KAMAREDDY,IGNDPS,568,107,40,0,421,568,554,07/03/25
2024-2025,2,36,TELANGANA,686,HANUMAKONDA,IGNDPS,33,9,0,0,24,33,30,07/03/25
2024-2025,2,36,TELANGANA,692,SIDDIPET,IGNDPS,545,126,5,0,414,544,520,07/03/25
2024-2025,2,36,TELANGANA,696,SURYAPET,IGNDPS,1551,347,192,94,918,1551,1405,07/03/25
2024-2025,2,36,TELANGANA,721,NARAYANPET,IGNDPS,459,64,25,13,357,433,435,07/03/25
2024-2025,2,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,463,DAMAN,IGNDPS,301,24,27,163,87,61,221,07/03/25
2024-2025,2,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,465,DADRA AND NAGAR HAVELI,IGNDPS,43,0,43,0,0,0,0,07/03/25
2024-2025,2,5,UTTARAKHAND,47,CHAMOLI,IGNDPS,105,25,3,77,0,43,70,07/03/25
2024-2025,2,5,UTTARAKHAND,52,PAURI GARHWAL,IGNDPS,61,10,0,51,0,18,15,07/03/25
2024-2025,2,6,HARYANA,58,AMBALA,IGNDPS,1481,418,0,641,422,1222,690,07/03/25
2024-2025,2,6,HARYANA,59,BHIWANI,IGNDPS,1155,399,0,472,284,790,538,07/03/25
2024-2025,2,6,HARYANA,604,MEWAT,IGNDPS,1950,125,0,738,1087,1324,531,07/03/25
2024-2025,2,6,HARYANA,62,GURUGRAM,IGNDPS,1306,238,0,735,333,810,281,07/03/25
2024-2025,2,6,HARYANA,67,KARNAL,IGNDPS,3764,463,0,2730,571,2484,1272,07/03/25
2024-2025,2,6,HARYANA,70,PANCHKULA,IGNDPS,441,89,0,189,163,367,280,07/03/25
2024-2025,2,6,HARYANA,74,SIRSA,IGNDPS,1928,743,0,618,567,1477,686,07/03/25
2024-2025,2,8,RAJASTHAN,111,PALI,IGNDPS,548,176,44,57,271,485,518,07/03/25
2024-2025,2,8,RAJASTHAN,112,RAJSAMAND,IGNDPS,1140,190,152,150,648,901,933,07/03/25
2024-2025,2,8,RAJASTHAN,88,BANSWARA,IGNDPS,680,32,563,53,32,510,512,07/03/25
2024-2025,2,8,RAJASTHAN,99,DUNGARPUR,IGNDPS,1228,39,970,83,136,921,1061,07/03/25
2024-2025,2,9,UTTAR PRADESH,121,AMBEDKAR NAGAR,IGNDPS,2695,628,0,635,1432,1207,1754,07/03/25
2024-2025,2,9,UTTAR PRADESH,122,AURAIYA,IGNDPS,1444,474,0,297,673,351,851,07/03/25
2024-2025,2,9,UTTAR PRADESH,124,BAGHPAT,IGNDPS,746,113,0,176,457,254,546,07/03/25
2024-2025,2,9,UTTAR PRADESH,134,BULANDSHAHR,IGNDPS,1662,462,3,429,768,1008,1132,07/03/25
2024-2025,2,9,UTTAR PRADESH,136,CHITRAKOOT,IGNDPS,1064,300,0,179,585,271,762,07/03/25
2024-2025,2,9,UTTAR PRADESH,137,DEORIA,IGNDPS,3953,650,150,879,2274,1477,2274,07/03/25
2024-2025,2,9,UTTAR PRADESH,144,GAUTAM BUDDHA NAGAR,IGNDPS,378,79,0,99,200,121,249,07/03/25
2024-2025,2,9,UTTAR PRADESH,147,GONDA,IGNDPS,2125,317,2,1029,777,850,1302,07/03/25
2024-2025,2,9,UTTAR PRADESH,149,HAMIRPUR,IGNDPS,706,169,1,128,408,292,472,07/03/25
2024-2025,2,9,UTTAR PRADESH,153,JHANSI,IGNDPS,897,312,0,119,466,310,686,07/03/25
2024-2025,2,9,UTTAR PRADESH,160,KUSHI NAGAR,IGNDPS,2721,486,4,643,1588,972,1638,07/03/25
2024-2025,2,9,UTTAR PRADESH,167,MATHURA,IGNDPS,1668,372,0,432,864,1032,1186,07/03/25
2024-2025,2,9,UTTAR PRADESH,171,MORADABAD,IGNDPS,416,77,1,198,140,240,256,07/03/25
2024-2025,2,9,UTTAR PRADESH,172,MUZAFFARNAGAR,IGNDPS,1996,395,0,699,902,1369,1514,07/03/25
2024-2025,2,9,UTTAR PRADESH,175,RAE BARELI,IGNDPS,1239,353,2,298,586,561,860,07/03/25
2024-2025,2,9,UTTAR PRADESH,633,KANSHI RAM NAGAR,IGNDPS,838,170,1,173,494,445,651,07/03/25
2024-2025,2,9,UTTAR PRADESH,660,SHAMLI,IGNDPS,1827,300,1,681,845,427,1326,07/03/25
2024-2025,6,1,JAMMU AND KASHMIR,2,BADGAM,IGNDPS,120,1,0,116,3,120,73,29/07/24
2024-2025,6,1,JAMMU AND KASHMIR,621,RAMBAN,IGNDPS,172,3,5,162,2,154,95,29/07/24
2024-2025,6,1,JAMMU AND KASHMIR,625,SHOPIAN,IGNDPS,106,0,8,98,0,106,81,29/07/24
2024-2025,6,1,JAMMU AND KASHMIR,626,GANDERWAL,IGNDPS,110,0,14,68,28,110,42,29/07/24
2024-2025,6,1,JAMMU AND KASHMIR,8,KUPWARA,IGNDPS,138,1,0,91,46,138,94,29/07/24
2024-2025,6,10,BIHAR,203,KISHANGANJ,IGNDPS,3276,123,34,2811,308,2503,2569,29/07/24
2024-2025,6,10,BIHAR,205,MADHEPURA,IGNDPS,9569,726,102,8386,355,6148,7358,29/07/24
2024-2025,6,10,BIHAR,207,MUNGER,IGNDPS,1738,297,27,1317,97,1141,1316,29/07/24
2024-2025,6,10,BIHAR,217,SAMASTIPUR,IGNDPS,4608,701,22,3390,495,3301,3691,29/07/24
2024-2025,6,10,BIHAR,218,SARAN,IGNDPS,8924,1089,156,6939,740,6346,7261,29/07/24
2024-2025,6,10,BIHAR,220,SHEOHAR,IGNDPS,478,28,1,400,49,366,326,29/07/24
2024-2025,6,11,SIKKIM,228,WEST DISTRICT,IGNDPS,175,14,67,51,43,0,0,29/07/24
2024-2025,6,12,ARUNACHAL PRADESH,237,PAPUM PARE,IGNDPS,274,0,274,0,0,168,0,29/07/24
2024-2025,6,12,ARUNACHAL PRADESH,242,WEST KAMENG,IGNDPS,129,0,129,0,0,56,0,29/07/24
2024-2025,6,12,ARUNACHAL PRADESH,678,NAMSAI,IGNDPS,29,0,29,0,0,11,0,29/07/24
2024-2025,6,13,NAGALAND,615,LONGLENG,IGNDPS,107,4,95,8,0,0,0,29/07/24
2024-2025,6,14,MANIPUR,256,IMPHAL WEST,IGNDPS,163,9,3,1,150,104,3,29/07/24
2024-2025,6,14,MANIPUR,260,UKHRUL,IGNDPS,62,0,62,0,0,54,38,29/07/24
2024-2025,6,15,MIZORAM,265,LUNGLEI,IGNDPS,146,0,140,5,1,60,54,29/07/24
2024-2025,6,15,MIZORAM,267,SAIHA,IGNDPS,45,0,23,22,0,19,27,29/07/24
2024-2025,6,15,MIZORAM,727,SAITUAL,IGNDPS,20,0,20,0,0,17,19,29/07/24
2024-2025,6,16,TRIPURA,652,KHOWAI,IGNDPS,189,28,81,42,38,86,0,29/07/24
2024-2025,6,17,MEGHALAYA,276,RI BHOI,IGNDPS,245,4,230,10,1,90,8,29/07/24
2024-2025,6,17,MEGHALAYA,656,NORTH GARO HILLS,IGNDPS,98,0,98,0,0,56,2,29/07/24
2024-2025,6,18,ASSAM,286,DIBRUGARH,IGNDPS,317,7,10,265,35,217,217,29/07/24
2024-2025,6,18,ASSAM,287,GOALPARA,IGNDPS,1249,33,71,1112,33,918,938,29/07/24
2024-2025,6,18,ASSAM,293,KARIMGANJ,IGNDPS,1659,69,14,1521,55,1097,962,29/07/24
2024-2025,6,18,ASSAM,302,TINSUKIA,IGNDPS,1460,49,101,910,400,970,1069,29/07/24
2024-2025,6,18,ASSAM,616,BAKSA,IGNDPS,1295,131,363,620,181,772,564,29/07/24
2024-2025,6,18,ASSAM,617,UDALGURI,IGNDPS,1309,152,611,375,171,967,871,29/07/24
2024-2025,6,19,WEST BENGAL,308,COOCHBEHAR,IGNDPS,1943,867,7,1050,19,1920,1919,29/07/24
2024-2025,6,19,WEST BENGAL,310,DINAJPUR DAKSHIN,IGNDPS,637,147,43,436,11,580,614,29/07/24
2024-2025,6,19,WEST BENGAL,319,MURSHIDABAD,IGNDPS,12371,909,58,11180,223,12069,11982,29/07/24
2024-2025,6,19,WEST BENGAL,704,PASCHIM BURDWAN,IGNDPS,59,37,5,17,0,53,57,29/07/24
2024-2025,6,2,HIMACHAL PRADESH,19,KINNAUR,IGNDPS,5,3,2,0,0,1,0,29/07/24
2024-2025,6,2,HIMACHAL PRADESH,24,SIRMAUR,IGNDPS,39,10,0,26,3,7,0,29/07/24
2024-2025,6,20,JHARKHAND,322,BOKARO,IGNDPS,760,111,71,186,392,760,486,29/07/24
2024-2025,6,20,JHARKHAND,323,CHATRA,IGNDPS,1489,351,17,405,716,1481,1105,29/07/24
2024-2025,6,20,JHARKHAND,326,DUMKA,IGNDPS,935,68,311,183,373,907,156,29/07/24
2024-2025,6,20,JHARKHAND,330,GODDA,IGNDPS,1364,160,183,292,729,1343,135,29/07/24
2024-2025,6,20,JHARKHAND,334,KODERMA,IGNDPS,440,96,0,140,204,437,238,29/07/24
2024-2025,6,20,JHARKHAND,336,LOHARDAGA,IGNDPS,62,3,36,11,12,61,15,29/07/24
2024-2025,6,21,ODISHA,344,ANGUL,IGNDPS,2307,306,171,818,1012,2301,1790,29/07/24
2024-2025,6,21,ODISHA,345,BOLANGIR,IGNDPS,3899,393,323,1950,1233,3899,1934,29/07/24
2024-2025,6,21,ODISHA,346,BALESHWAR,IGNDPS,3958,214,72,3245,427,3934,1496,29/07/24
2024-2025,6,21,ODISHA,350,CUTTACK,IGNDPS,3796,380,32,2492,892,3524,1654,29/07/24
2024-2025,6,21,ODISHA,356,JAJPUR,IGNDPS,4557,384,43,3033,1097,4541,1813,29/07/24
2024-2025,6,21,ODISHA,368,NUAPADA,IGNDPS,1808,92,166,1108,442,1753,881,29/07/24
2024-2025,6,21,ODISHA,369,PURI,IGNDPS,3501,225,0,2582,694,3369,2556,29/07/24
2024-2025,6,22,CHHATTISGARH,375,BILASPUR,IGNDPS,4330,340,181,2989,820,4100,2134,29/07/24
2024-2025,6,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNDPS,1060,184,35,537,304,880,160,29/07/24
2024-2025,6,22,CHHATTISGARH,643,KONDAGAON,IGNDPS,841,23,512,116,190,822,335,29/07/24
2024-2025,6,22,CHHATTISGARH,649,BALRAMPUR,IGNDPS,1408,32,403,765,208,1311,1220,29/07/24
2024-2025,6,23,MADHYA PRADESH,390,ANUPPUR,IGNDPS,2062,302,928,127,705,999,356,29/07/24
2024-2025,6,23,MADHYA PRADESH,392,BALAGHAT,IGNDPS,2214,205,402,60,1547,1481,650,29/07/24
2024-2025,6,23,MADHYA PRADESH,394,BETUL,IGNDPS,2840,482,882,145,1331,1640,913,29/07/24
2024-2025,6,23,MADHYA PRADESH,398,CHHATARPUR,IGNDPS,2735,870,147,355,1363,1552,854,29/07/24
2024-2025,6,23,MADHYA PRADESH,403,DHAR,IGNDPS,4396,477,2702,312,905,2718,1321,29/07/24
2024-2025,6,23,MADHYA PRADESH,404,DINDORI,IGNDPS,2326,163,1352,58,753,1064,262,29/07/24
2024-2025,6,23,MADHYA PRADESH,408,HARDA,IGNDPS,1305,373,290,122,520,570,260,29/07/24
2024-2025,6,23,MADHYA PRADESH,421,RAISEN,IGNDPS,3825,927,498,697,1703,1787,586,29/07/24
2024-2025,6,23,MADHYA PRADESH,425,SAGAR,IGNDPS,4165,1100,383,438,2244,2033,1216,29/07/24
2024-2025,6,23,MADHYA PRADESH,426,SATNA,IGNDPS,9931,2317,1373,2136,4105,3921,1559,29/07/24
2024-2025,6,23,MADHYA PRADESH,638,SINGRAULI,IGNDPS,2935,446,795,287,1407,893,700,29/07/24
2024-2025,6,24,GUJARAT,439,AMRELI,IGNDPS,569,84,8,111,366,499,460,29/07/24
2024-2025,6,24,GUJARAT,446,GANDHINAGAR,IGNDPS,150,25,1,76,46,126,110,29/07/24
2024-2025,6,24,GUJARAT,447,JAMNAGAR,IGNDPS,656,35,1,590,30,634,384,29/07/24
2024-2025,6,24,GUJARAT,449,KACHCHH,IGNDPS,612,131,16,272,167,581,526,29/07/24
2024-2025,6,24,GUJARAT,459,SURAT,IGNDPS,367,16,133,215,1,252,290,29/07/24
2024-2025,6,24,GUJARAT,668,CHHOTA UDEPUR,IGNDPS,271,16,233,16,6,250,63,29/07/24
2024-2025,6,24,GUJARAT,676,BOTAD,IGNDPS,165,34,0,25,106,139,150,29/07/24
2024-2025,6,27,MAHARASHTRA,469,AURANGABAD,IGNDPS,549,2,0,546,1,504,169,29/07/24
2024-2025,6,27,MAHARASHTRA,474,DHULE,IGNDPS,135,4,12,113,6,99,5,29/07/24
2024-2025,6,27,MAHARASHTRA,480,KOLHAPUR,IGNDPS,148,10,0,134,4,125,52,29/07/24
2024-2025,6,27,MAHARASHTRA,486,NANDURBAR,IGNDPS,508,15,298,169,26,491,77,29/07/24
2024-2025,6,27,MAHARASHTRA,491,RAIGAD,IGNDPS,287,15,19,200,53,281,121,29/07/24
2024-2025,6,27,MAHARASHTRA,492,RATNAGIRI,IGNDPS,230,15,0,121,94,227,144,29/07/24
2024-2025,6,28,ANDHRA PRADESH,517,PRAKASAM,IGNDPS,3202,633,181,1348,1040,1521,1173,29/07/24
2024-2025,6,29,KARNATAKA,525,BENGALURU URBAN,IGNDPS,433,52,7,252,122,433,278,29/07/24
2024-2025,6,29,KARNATAKA,526,BENGALURU RURAL,IGNDPS,987,130,29,362,466,977,810,29/07/24
2024-2025,6,29,KARNATAKA,529,BIDAR,IGNDPS,1685,250,139,485,811,1662,1471,29/07/24
2024-2025,6,29,KARNATAKA,530,BIJAPUR,IGNDPS,1223,172,11,456,584,1182,825,29/07/24
2024-2025,6,29,KARNATAKA,532,CHIKMAGALUR,IGNDPS,836,75,13,395,353,829,682,29/07/24
2024-2025,6,29,KARNATAKA,543,KOPPAL,IGNDPS,1563,136,89,563,775,1550,1172,29/07/24
2024-2025,6,29,KARNATAKA,544,MANDYA,IGNDPS,1201,78,6,359,758,1188,1017,29/07/24
2024-2025,6,29,KARNATAKA,549,UDUPI,IGNDPS,550,30,28,226,266,549,474,29/07/24
2024-2025,6,3,PUNJAB,32,GURDASPUR,IGNDPS,241,2,0,239,0,136,207,29/07/24
2024-2025,6,3,PUNJAB,34,JALANDHAR,IGNDPS,160,25,0,132,3,84,146,29/07/24
2024-2025,6,3,PUNJAB,35,KAPURTHALA,IGNDPS,55,0,0,55,0,34,50,29/07/24
2024-2025,6,3,PUNJAB,38,MOGA,IGNDPS,269,0,0,269,0,152,255,29/07/24
2024-2025,6,3,PUNJAB,39,MUKTSAR,IGNDPS,166,24,0,142,0,130,166,29/07/24
2024-2025,6,3,PUNJAB,42,RUPNAGAR,IGNDPS,167,0,0,167,0,96,166,29/07/24
2024-2025,6,30,GOA,551,NORTH GOA,IGNDPS,235,6,11,159,59,216,0,29/07/24
2024-2025,6,32,KERALA,559,KOLLAM,IGNDPS,3047,88,62,2897,0,1741,1912,29/07/24
2024-2025,6,32,KERALA,565,THIRUVANANTHAPURAM,IGNDPS,2890,91,12,2787,0,1830,1739,29/07/24
2024-2025,6,32,KERALA,566,THRISSUR,IGNDPS,3120,128,86,2906,0,1870,2143,29/07/24
2024-2025,6,33,TAMIL NADU,571,DHARMAPURI,IGNDPS,1462,235,35,738,454,1373,1452,29/07/24
2024-2025,6,33,TAMIL NADU,587,THE NILGIRIS,IGNDPS,519,181,14,38,286,479,519,29/07/24
2024-2025,6,33,TAMIL NADU,588,THENI,IGNDPS,468,71,0,79,318,400,466,29/07/24
2024-2025,6,33,TAMIL NADU,596,VILLUPPURAM,IGNDPS,5352,1524,67,244,3517,4295,5335,29/07/24
2024-2025,6,33,TAMIL NADU,597,VIRUDHUNAGAR,IGNDPS,2726,456,0,305,1965,2349,2725,29/07/24
2024-2025,6,33,TAMIL NADU,634,TIRUPPUR,IGNDPS,1199,350,3,167,679,985,1199,29/07/24
2024-2025,6,36,TELANGANA,680,NIRMAL,IGNDPS,657,123,66,58,410,603,624,29/07/24
2024-2025,6,36,TELANGANA,681,JAGITIAL,IGNDPS,103,31,4,0,68,103,95,29/07/24
2024-2025,6,36,TELANGANA,691,SANGAREDDY,IGNDPS,823,184,21,0,618,823,762,29/07/24
2024-2025,6,36,TELANGANA,695,JOGULAMBA GADWAL,IGNDPS,793,174,11,24,584,755,545,29/07/24
2024-2025,6,36,TELANGANA,696,SURYAPET,IGNDPS,1551,347,192,94,918,1551,1405,29/07/24
2024-2025,6,36,TELANGANA,700,MEDCHAL,IGNDPS,348,74,2,39,233,342,340,29/07/24
2024-2025,6,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,464,DIU,IGNDPS,173,25,0,13,135,38,1,29/07/24
2024-2025,6,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,465,DADRA AND NAGAR HAVELI,IGNDPS,43,0,43,0,0,0,0,29/07/24
2024-2025,6,5,UTTARAKHAND,46,BAGESHWAR,IGNDPS,57,22,0,35,0,27,36,29/07/24
2024-2025,6,5,UTTARAKHAND,51,NAINITAL,IGNDPS,101,23,0,76,2,53,69,29/07/24
2024-2025,6,5,UTTARAKHAND,54,RUDRA PRAYAG,IGNDPS,56,8,0,48,0,22,8,29/07/24
2024-2025,6,6,HARYANA,604,MEWAT,IGNDPS,1950,125,0,738,1087,1174,528,29/07/24
2024-2025,6,6,HARYANA,619,PALWAL,IGNDPS,950,221,0,376,353,681,541,29/07/24
2024-2025,6,6,HARYANA,62,GURUGRAM,IGNDPS,1306,238,0,735,333,749,281,29/07/24
2024-2025,6,6,HARYANA,64,JHAJJAR,IGNDPS,1320,136,0,1010,174,871,435,29/07/24
2024-2025,6,6,HARYANA,67,KARNAL,IGNDPS,3764,463,0,2730,571,2275,1267,29/07/24
2024-2025,6,6,HARYANA,68,KURUKSHETRA,IGNDPS,1809,525,0,592,692,1330,954,29/07/24
2024-2025,6,6,HARYANA,70,PANCHKULA,IGNDPS,441,89,0,189,163,342,280,29/07/24
2024-2025,6,7,DELHI,671,NORTH WEST- II,IGNDPS,656,0,0,650,6,656,642,29/07/24
2024-2025,6,7,DELHI,78,EAST,IGNDPS,326,0,0,324,2,326,319,29/07/24
2024-2025,6,7,DELHI,81,NORTH EAST,IGNDPS,701,0,0,694,7,701,679,29/07/24
2024-2025,6,7,DELHI,83,SOUTH,IGNDPS,685,0,0,680,5,685,636,29/07/24
2024-2025,6,7,DELHI,85,WEST,IGNDPS,552,0,0,551,1,552,539,29/07/24
2024-2025,6,8,RAJASTHAN,115,SIROHI,IGNDPS,207,53,90,17,47,150,153,29/07/24
2024-2025,6,8,RAJASTHAN,116,TONK,IGNDPS,339,82,28,93,136,283,315,29/07/24
2024-2025,6,8,RAJASTHAN,89,BARAN,IGNDPS,1536,399,325,118,694,1203,1153,29/07/24
2024-2025,6,8,RAJASTHAN,92,BHILWARA,IGNDPS,822,195,129,114,384,621,613,29/07/24
2024-2025,6,8,RAJASTHAN,95,CHITTORGARH,IGNDPS,532,124,72,119,217,372,393,29/07/24
2024-2025,6,8,RAJASTHAN,98,DHOLPUR,IGNDPS,165,20,1,65,79,117,125,29/07/24
2024-2025,6,9,UTTAR PRADESH,118,AGRA,IGNDPS,988,273,1,273,441,553,626,29/07/24
2024-2025,6,9,UTTAR PRADESH,120,PRAYAGRAJ,IGNDPS,4901,1083,6,1222,2590,1922,3195,29/07/24
2024-2025,6,9,UTTAR PRADESH,125,BAHRAICH,IGNDPS,1567,239,8,606,714,578,906,29/07/24
2024-2025,6,9,UTTAR PRADESH,132,BIJNOR,IGNDPS,1849,412,1,418,1018,1135,1254,29/07/24
2024-2025,6,9,UTTAR PRADESH,133,BUDAUN,IGNDPS,1850,360,7,399,1084,884,1162,29/07/24
2024-2025,6,9,UTTAR PRADESH,137,DEORIA,IGNDPS,3953,650,150,879,2274,1477,2274,29/07/24
2024-2025,6,9,UTTAR PRADESH,146,GHAZIPUR,IGNDPS,3802,768,23,521,2490,1443,2142,29/07/24
2024-2025,6,9,UTTAR PRADESH,148,GORAKHPUR,IGNDPS,5490,1179,8,737,3566,1299,3159,29/07/24
2024-2025,6,9,UTTAR PRADESH,150,HARDOI,IGNDPS,2377,794,4,596,983,1076,1465,29/07/24
2024-2025,6,9,UTTAR PRADESH,157,KANPUR NAGAR,IGNDPS,2255,668,0,637,950,746,1502,29/07/24
2024-2025,6,9,UTTAR PRADESH,164,MAHARAJGANJ,IGNDPS,3203,437,5,681,2080,1055,1911,29/07/24
2024-2025,6,9,UTTAR PRADESH,169,MEERUT,IGNDPS,973,227,0,445,301,589,680,29/07/24
2024-2025,6,9,UTTAR PRADESH,174,PRATAPGARH,IGNDPS,2129,455,1,678,995,1006,1319,29/07/24
2024-2025,6,9,UTTAR PRADESH,180,SHAHJAHANPUR,IGNDPS,949,171,2,305,471,430,650,29/07/24
2024-2025,6,9,UTTAR PRADESH,183,SITAPUR,IGNDPS,3062,1006,3,903,1150,1196,2081,29/07/24
2024-2025,6,9,UTTAR PRADESH,186,UNNAO,IGNDPS,2135,683,1,588,863,1149,1476,29/07/24
2024-2025,6,9,UTTAR PRADESH,633,KANSHI RAM NAGAR,IGNDPS,838,170,1,173,494,445,651,29/07/24
2023-2024,3,1,JAMMU AND KASHMIR,2,BADGAM,IGNDPS,120,1,0,116,3,120,73,30/07/24
2023-2024,3,1,JAMMU AND KASHMIR,5,JAMMU,IGNDPS,14,2,1,10,1,14,1,30/07/24
2023-2024,3,1,JAMMU AND KASHMIR,621,RAMBAN,IGNDPS,171,3,5,161,2,153,94,30/07/24
2023-2024,3,1,JAMMU AND KASHMIR,622,KULGAM,IGNDPS,104,3,6,94,1,104,4,30/07/24
2023-2024,3,1,JAMMU AND KASHMIR,624,SAMBA,IGNDPS,51,9,7,34,1,51,3,30/07/24
2023-2024,3,10,BIHAR,200,KAIMUR (BHABUA),IGNDPS,1624,349,65,965,245,1021,1339,30/07/24
2023-2024,3,10,BIHAR,204,LAKHISARAI,IGNDPS,2371,327,28,1511,505,1487,1743,30/07/24
2023-2024,3,10,BIHAR,206,MADHUBANI,IGNDPS,9744,842,105,7771,1026,6422,7303,30/07/24
2023-2024,3,10,BIHAR,208,MUZAFFARPUR,IGNDPS,3652,689,15,2806,142,2600,3082,30/07/24
2023-2024,3,10,BIHAR,211,PASHCHIM CHAMPARAN,IGNDPS,5622,762,195,3988,677,3022,4111,30/07/24
2023-2024,3,10,BIHAR,218,SARAN,IGNDPS,8924,1089,156,6939,740,6346,7261,30/07/24
2023-2024,3,10,BIHAR,222,SIWAN,IGNDPS,4943,779,305,2207,1652,3314,3781,30/07/24
2023-2024,3,12,ARUNACHAL PRADESH,234,LOHIT,IGNDPS,22,0,19,3,0,14,0,30/07/24
2023-2024,3,12,ARUNACHAL PRADESH,236,LOWER SUBANSIRI,IGNDPS,102,0,102,0,0,45,0,30/07/24
2023-2024,3,12,ARUNACHAL PRADESH,677,KRA DAADI,IGNDPS,73,0,73,0,0,36,0,30/07/24
2023-2024,3,12,ARUNACHAL PRADESH,678,NAMSAI,IGNDPS,29,0,29,0,0,11,0,30/07/24
2023-2024,3,12,ARUNACHAL PRADESH,718,KAMLE,IGNDPS,79,0,79,0,0,41,0,30/07/24
2023-2024,3,12,ARUNACHAL PRADESH,723,PAKKE KESSANG,IGNDPS,47,0,47,0,0,26,0,30/07/24
2023-2024,3,13,NAGALAND,615,LONGLENG,IGNDPS,107,4,95,8,0,0,0,30/07/24
2023-2024,3,14,MANIPUR,255,IMPHAL EAST,IGNDPS,183,2,2,3,176,92,24,30/07/24
2023-2024,3,14,MANIPUR,256,IMPHAL WEST,IGNDPS,163,9,3,1,150,104,3,30/07/24
2023-2024,3,15,MIZORAM,262,CHAMPHAI,IGNDPS,57,0,57,0,0,42,45,30/07/24
